date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2016-06-08,,,0.0,7.362376237623762,2845.920792079208,,
2016-06-09,,,0.0,7.392871287128712,2827.237623762376,,
2016-06-10,,,0.0,7.423366336633663,2808.5544554455446,,
2016-06-11,,,0.0,7.453861386138613,2789.871287128713,,
2016-06-12,,,0.0,7.484356435643564,2771.1881188118814,,
2016-06-13,,,0.0,7.514851485148514,2752.5049504950493,,
2016-06-14,,,0.0,7.545346534653465,2733.8217821782177,,
2016-06-15,,,0.0,7.5758415841584155,2715.138613861386,,
2016-06-16,,,0.0,7.606336633663366,2696.4554455445545,,
2016-06-17,,,0.0,7.6368316831683165,2677.772277227723,,
2016-06-18,,,0.0,7.667326732673267,2659.089108910891,,
2016-06-19,,,0.0,7.6978217821782176,2640.4059405940593,,
2016-06-20,,,0.0,7.728316831683168,2621.7227722772277,,
2016-06-21,,,0.0,7.758811881188119,2603.039603960396,,
2016-06-22,,,0.0,7.789306930693069,2584.3564356435645,,
2016-06-23,,,0.0,7.81980198019802,2565.6732673267325,,
2016-06-24,,,0.0,7.85029702970297,2546.990099009901,,
2016-06-25,,,0.0,7.880792079207921,2528.3069306930693,,
2016-06-26,,,0.0,7.911287128712871,2509.6237623762377,,
2016-06-27,,,0.0,7.941782178217822,2490.940594059406,,
2016-06-28,,,0.0,7.972277227722772,2472.257425742574,,
2016-06-29,,,0.0,8.002772277227722,2453.5742574257424,,
2016-06-30,,,0.0,8.033267326732673,2434.891089108911,,
2016-07-01,,,0.0,8.063762376237623,2416.207920792079,,
2016-07-02,,,0.0,8.094257425742574,2397.5247524752476,,
2016-07-03,,,0.0,8.124752475247524,2378.8415841584156,,
2016-07-04,,,0.0,8.155247524752475,2360.1584158415844,,
2016-07-05,,,0.0,8.185742574257425,2341.4752475247524,,
2016-07-06,,,0.0,8.216237623762376,2322.792079207921,,
2016-07-07,,,0.0,8.246732673267326,2304.108910891089,,
2016-07-08,,,0.0,8.277227722772277,2285.425742574257,,
2016-07-09,,,0.0,8.307722772277227,2266.742574257426,,
2016-07-10,,,0.0,8.338217821782177,2248.059405940594,,
2016-07-11,,,0.0,8.368712871287128,2229.376237623763,,
2016-07-12,,,0.0,8.39920792079208,2210.6930693069307,,
2016-07-13,,,0.0,8.42970297029703,2192.009900990099,,
2016-07-14,,,0.0,8.460198019801979,2173.3267326732675,,
2016-07-15,,,0.0,8.49069306930693,2154.6435643564355,,
2016-07-16,,,0.0,8.521188118811882,2135.960396039604,,
2016-07-17,,,0.0,8.551683168316831,2117.2772277227723,,
2016-07-18,,,0.0,8.582178217821783,2098.5940594059402,,
2016-07-19,,,0.0,8.612673267326732,2079.910891089109,,
2016-07-20,,,0.0,8.643168316831684,2061.227722772277,,
2016-07-21,,,0.0,8.673663366336633,2042.5445544554455,,
2016-07-22,,,0.0,8.704158415841583,2023.8613861386139,,
2016-07-23,,,0.0,8.734653465346534,2005.1782178217823,,
2016-07-24,,,0.0,8.765148514851484,1986.4950495049507,,
2016-07-25,,,0.0,8.795643564356435,1967.8118811881188,,
2016-07-26,,,0.0,8.826138613861385,1949.1287128712872,,
2016-07-27,,,0.0,8.856633663366337,1930.4455445544554,,
2016-07-28,,,0.0,8.887128712871286,1911.7623762376238,,
2016-07-29,,,0.0,8.917623762376238,1893.079207920792,,
2016-07-30,,,0.0,8.948118811881187,1874.3960396039604,,
2016-07-31,,,0.0,8.978613861386139,1855.7128712871286,,
2016-08-01,,,0.0,9.00910891089109,1837.029702970297,,
2016-08-02,,,0.0,9.03960396039604,1818.3465346534654,,
2016-08-03,,,0.0,9.07009900990099,1799.6633663366335,,
2016-08-04,,,0.0,9.10059405940594,1780.980198019802,,
2016-08-05,,,0.0,9.13108910891089,1762.2970297029703,,
2016-08-06,,,0.0,9.161584158415842,1743.6138613861388,,
2016-08-07,,,0.0,9.192079207920791,1724.930693069307,,
2016-08-08,,,0.0,9.222574257425743,1706.2475247524753,,
2016-08-09,,,0.0,9.253069306930692,1687.5643564356435,,
2016-08-10,,,0.0,9.283564356435644,1668.881188118812,,
2016-08-11,,,0.0,9.314059405940593,1650.19801980198,,
2016-08-12,,,0.0,9.344554455445545,1631.5148514851485,,
2016-08-13,,,0.0,9.375049504950494,1612.8316831683169,,
2016-08-14,,,0.0,9.405544554455446,1594.148514851485,,
2016-08-15,,,0.0,9.436039603960396,1575.4653465346535,,
2016-08-16,,,0.0,9.466534653465347,1556.7821782178216,,
2016-08-17,,,0.0,9.497029702970297,1538.0990099009903,,
2016-08-18,,,0.0,9.527524752475248,1519.4158415841584,,
2016-08-19,,,0.0,9.558019801980198,1500.7326732673268,,
2016-08-20,,,0.0,9.588514851485147,1482.049504950495,,
2016-08-21,,,0.0,9.619009900990099,1463.3663366336634,,
2016-08-22,,,0.0,9.64950495049505,1444.6831683168316,,
2016-08-23,,,0.0,9.68,1426.0,,
2016-08-24,,,0.0,10.15,4246.0,,
2016-08-25,,,0.0,10.62,1283.0,,
2016-08-26,,,0.0,10.63,1819.0,,
2016-08-27,,,0.0,12.57,403.0,,
2016-08-28,,,0.0,12.36,224.0,,
2016-08-29,,,0.0,9.76,1.0,,
2016-08-30,,,0.0,11.48,1123.0,,
2016-08-31,,,0.0,9.82,517.0,,
2016-09-01,,,0.0,9.21,263.0,,
2016-09-02,,,0.0,9.16,709.0,,
2016-09-03,,,0.0,9.21,802.0,,
2016-09-04,,,0.0,6.58,105.0,,
2016-09-05,,,0.0,10.35,933.0,,
2016-09-06,,,0.0,10.31,5135.0,,
2016-09-07,,,0.0,11.9,1849.0000000000002,,
2016-09-08,,,0.0,10.57,2025.9999999999998,,
2016-09-09,,,0.0,4.95,772.0,,
2016-09-10,,,0.0,9.97,219.99999999999997,,
2016-09-11,,,0.0,9.98,198.0,,
2016-09-12,,,0.0,9.71,6478.000000000001,,
2016-09-13,,,0.0,11.68,893.0000000000001,,
2016-09-14,,,0.0,11.33,531.0,,
2016-09-15,,,0.0,9.89,184.99999999999997,,
