date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2018-09-20,141193.0075726535,34,30298172.04680179,0.038089,47515.0,23,1333.3666724898803
2018-09-21,155242.48477279826,67,31428420.940470733,0.039509,198515.99999999997,54,1132.82298777
2018-09-22,68542.95151836763,36,32996429.14837956,0.041481,130373.0,33,1728.02704762037
2018-09-23,530837.21083707,65,39275602.15160656,0.049374,101696.0,53,1624.751864165203
2018-09-24,169850.8056232019,34,42541143.23429563,0.053479,67561.0,40,587.627252
2018-09-25,231386.66338936175,62,37593165.93778442,0.0472,135369.0,48,943.292
2018-09-26,160746.3328025818,39,34098576.92709669,0.042812,60266.0,42,1969.7452847892082
2018-09-27,93696.82898028455,38,36109669.79993808,0.045337,40289.0,38,918.6384190942999
2018-09-28,77250.74875453494,32,36053897.62594105,0.045267,75461.0,38,805.4983848833643
2018-09-29,46671.99467499816,21,38559432.26753262,0.048413,55016.00000000001,24,311.616434702928
2018-09-30,103192.29985959524,35,39775399.21603965,0.04994,86984.0,32,998.8
2018-10-01,68536.29756173164,31,38832990.66146511,0.048748,64452.0,27,487.48
2018-10-02,137293.63245656504,36,40306067.5534435,0.050598,111584.0,33,2732.292
2018-10-03,119728.3461507936,31,39157150.09084556,0.049155,47519.0,33,1317.2588507402324
2018-10-04,278601.5777561814,67,37731054.851304516,0.047262,104752.99999999999,51,945.24
2018-10-05,83847.45296021449,41,33209905.03842972,0.041599,54831.0,41,802.111918
2018-10-06,44930.10454100628,25,33910044.31560618,0.042476,33619.0,24,178.144344
2018-10-07,33429.337290150346,17,33992990.727703385,0.04258,34167.0,20,581.5143325019648
2018-10-08,29405.594465809892,21,34217159.66567058,0.042861,48375.00000000001,23,903.3512085780001
2018-10-09,178683.68261158612,31,33755805.37627974,0.042283,62755.0,31,2061.241449359709
2018-10-10,30773.0086330706,21,33118658.019153956,0.041485,40534.0,29,317.52619
2018-10-11,349763.5656107598,35,33113580.915744092,0.041478,76161.0,30,2488.68
2018-10-12,13017.095783840317,12,29965085.409264043,0.037535,29314.999999999996,17,180.50403744515808
2018-10-13,221674.42562399997,10,29946718.125030484,0.037512,53806.0,12,1237.896
2018-10-14,18486.229375463896,17,29464528.90624659,0.036908,26931.0,21,682.7980000000001
2018-10-15,95426.14836721456,21,29340233.33773354,0.036752,48932.0,27,2264.4886148192
2018-10-16,30265.712097563133,26,30705158.588729374,0.038462,30260.0,24,335.27970491048694
2018-10-17,798153.7224951705,9,32809227.401028283,0.041097,14773.0,15,794.2817190000001
2018-10-18,123145.26910754941,28,32112918.25748518,0.040225,42692.0,24,647.8859631800767
2018-10-19,197931.36892011642,38,30745345.667325553,0.03847,38007.0,27,2963.372805806996
2018-10-20,390733.1260985592,33,29517205.844401747,0.036934,16671.0,36,647.0888469406551
2018-10-21,100724.32798329878,30,28708028.14046291,0.035921,23678.0,30,427.6254751969138
2018-10-22,18126.451726720228,23,28644819.939655427,0.035842,29612.0,22,429.1533351876301
2018-10-23,8714.233975993477,20,27844818.22625152,0.034841,21520.999999999996,19,197.0540542991919
2018-10-24,458024.16354542616,82,28138407.799163554,0.035171,284509.0,55,1757.49487
2018-10-25,133657.9109489172,39,35788120.45970066,0.044733,119599.0,38,2236.65
2018-10-26,170248.5524870463,30,34100544.947929695,0.042624,67108.0,32,834.8538473927856
2018-10-27,48792.804974381696,18,36319877.96164211,0.045398,47520.0,18,1551.1135959004753
2018-10-28,134013.3560992367,26,33280232.793260373,0.041598,58005.0,27,2452.0295098980005
2018-10-29,163232.7192293914,20,34114362.57416444,0.042641,94649.0,27,1229.472861906853
2018-10-30,266680.48246471566,31,34761991.023882985,0.04345,92071.00000000001,38,800.9505699121851
2018-10-31,62739.06562213958,13,35114400.90361853,0.043891,59043.0,18,1454.8399370053364
2018-11-01,120831.89345316347,21,33186472.984117616,0.041481,39253.0,25,812.4468659999999
2018-11-02,68708.06284544236,44,33901069.25038273,0.042374,62469.00000000001,36,730.8638067219713
2018-11-03,45394.946383481234,13,33968671.57495216,0.042459,43990.0,18,539.0594651728194
2018-11-04,88402.38405688871,28,33879668.63293154,0.042327,64754.0,32,650.7895314253154
2018-11-05,162237.64534062642,28,35198685.91143903,0.043975,67469.0,31,472.0496375
2018-11-06,96199.20420860515,28,34601875.882733785,0.043337,53802.00000000001,30,1294.6495380000001
2018-11-07,78840.19070035439,33,36224777.74844413,0.045257,43479.0,34,1311.09529
2018-11-08,576056.1928668348,68,37272848.50625719,0.046566,30486.0,68,2295.643147785
2018-11-09,313659.432538671,38,35500374.876394115,0.044351,64059.0,41,644.9366377421873
2018-11-10,134194.2861704845,29,35536318.16583055,0.044377,25904.0,27,1908.211
2018-11-11,100792.05814162297,19,34292135.467629336,0.042823,15228.999999999998,23,290.168648
2018-11-12,67753.99435398531,21,35431495.94079245,0.044246,63922.99999999999,24,884.92
2018-11-13,142764.13411404818,41,35176125.26990839,0.043927,46678.0,33,1024.397653603312
2018-11-14,94737.81890747807,23,35121512.27669864,0.043859,47055.0,24,1875.235404
2018-11-15,22456.96823333769,25,29792708.31622387,0.037204,37399.0,31,442.09275464133356
2018-11-16,49250.36561726343,12,29681237.807738032,0.037065,26304.0,18,755.5534074793483
2018-11-17,31216.656036753786,17,31195035.241141327,0.038956,33121.0,20,1365.9839369671447
2018-11-18,27378.683331804954,14,31199200.866120007,0.038961,3158.0,16,443.26462713016343
2018-11-19,32558.40836267919,28,31361243.69775204,0.039163,83673.0,27,449.0525627112597
2018-11-20,132527.12650498198,25,24404967.678768992,0.030477,53319.0,28,551.633720682384
2018-11-21,15489.590138222435,17,20574574.25458329,0.025693,10711.0,18,495.84753975502315
2018-11-22,58353.15530180863,35,22240302.631234992,0.027773,34195.0,29,975.81768604
2018-11-23,67680.43987092408,31,20047022.90942845,0.025034,52419.0,28,127.37120256968001
2018-11-24,278536.1421664331,59,20273953.815379098,0.025299,126097.99999999999,44,756.6855003
2018-11-25,39771.02187438111,26,22356162.68697459,0.027897,57161.0,27,305.06708556
2018-11-26,66244.05798296638,30,25062946.338124573,0.031275,54995.0,30,1641.9374999999998
2018-11-27,11495.909941590091,29,21060901.843326937,0.026281,71576.0,31,161.24654987999998
2018-11-28,2605601.964494991,315,29684665.285556365,0.037042,86659.0,290,1035.87953
2018-11-29,97016.27175869567,37,37075168.24874225,0.046264,90017.0,39,626.1841160671327
2018-11-30,135511.33189385151,30,37197707.27337304,0.046417,35466.0,28,1741.7862462548924
2018-12-01,85101.52190681906,31,36429305.6280755,0.045458,78249.0,30,909.16
2018-12-02,63057.76439851685,37,38273079.705893956,0.047759,140242.0,41,238.79500000000002
2018-12-03,330063.82736245287,33,53090346.39911463,0.066249,142133.0,32,1322.99253
